table_name,table_doc_file,schema,object,module,starts_with
dbo.SXARCMGuarantorCollectionProgression,Tbl_53143367cef24306a63d9f5259bf88ff.htm,dbo,SXARCMGuarantorCollectionProgression,SXARCMGuarantorCollectionProgression,SXARCMGu
dbo.SXARCMGuarantorMessage,Tbl_1ed7ceeae8fa40a59e0965e39d58ef9d.htm,dbo,SXARCMGuarantorMessage,SXARCMGuarantorMessage,SXARCMGu
dbo.SXARCMHL7ErrorCodeMaster,Tbl_a4abfb4e75c9434c9325bc26b16400d9.htm,dbo,SXARCMHL7ErrorCodeMaster,SXARCMHL7,SXARCMHL
dbo.SXARCMHL7OutboundTransactionConfiguration,Tbl_934b52420efd4f2fb0ff4102fbbe9080.htm,dbo,SXARCMHL7OutboundTransactionConfiguration,SXARCMHL7,SXARCMHL
dbo.SXARCMHoldReleaseSecondaryClaimOption,Tbl_85efe8f0d8504448a246004917cc3567.htm,dbo,SXARCMHoldReleaseSecondaryClaimOption,SXARCMHoldReleaseSecondaryClaimOption,SXARCMHo
dbo.SXARCMIDModifierValue,Tbl_ae70b9e9c4b541e88acf5103fc780035.htm,dbo,SXARCMIDModifierValue,SXARCMIDModifierValue,SXARCMID
dbo.SXARCMIDTypeConfig,Tbl_1199177e459040afa0584132942c4542.htm,dbo,SXARCMIDTypeConfig,SXARCMIDTypeConfig,SXARCMID
dbo.SXARCMILStatusCode,Tbl_0924d71bb8fa4dab9d533a753475d98b.htm,dbo,SXARCMILStatusCode,SXARCMILStatusCode,SXARCMIL
dbo.SXARCMInsuranceAdjustmentDenialConfig,Tbl_5ff427440d994429bf35ce95cd2be90e.htm,dbo,SXARCMInsuranceAdjustmentDenialConfig,SXARCMInsuranceAdjustmentDenialConfig,SXARCMIn
dbo.SXARCMInsurancePlan,Tbl_18435dfa272543adab27cfa828c39af6.htm,dbo,SXARCMInsurancePlan,SXARCMInsurancePlan,SXARCMIn
dbo.SXARCMInsurancePlanPayerIdentifierXref,Tbl_9397a1fb3c81425f9229dc58eefd7736.htm,dbo,SXARCMInsurancePlanPayerIdentifierXref,SXARCMInsurancePlanPayerIdentifierXref,SXARCMIn
dbo.SXARCMInsuranceRemittanceAllocation,Tbl_cac139b8c62349bdb9d897fd1d00e2f9.htm,dbo,SXARCMInsuranceRemittanceAllocation,SXARCMInsuranceRemittanceAllocation,SXARCMIn
dbo.SXARCMInsuranceRemittanceConfiguration,Tbl_27bd14746bff4619ab428a556d22bb81.htm,dbo,SXARCMInsuranceRemittanceConfiguration,SXARCMInsuranceRemittanceConfiguration,SXARCMIn
dbo.SXARCMInsuranceRemittanceDentalAllocation,Tbl_fe7b1eae4003437b97401755d2c03e33.htm,dbo,SXARCMInsuranceRemittanceDentalAllocation,SXARCMInsuranceRemittanceDentalAllocation,SXARCMIn
dbo.SXARCMInsuranceRemittanceInstitutionalAllocation,Tbl_3760cb851f894a60a42d1fe3b9dcf077.htm,dbo,SXARCMInsuranceRemittanceInstitutionalAllocation,SXARCMInsuranceRemittanceInstitutionalAllocation,SXARCMIn
dbo.SXARCMInsuranceRemittanceLocationConfiguration,Tbl_cf325681eacd47e3828acb1645d2b191.htm,dbo,SXARCMInsuranceRemittanceLocationConfiguration,SXARCMInsuranceRemittanceLocationConfiguration,SXARCMIn
dbo.SXARCMInsuranceRemittanceLocationFacilityCode,Tbl_942a8100dace4ef2b9dae1416b438367.htm,dbo,SXARCMInsuranceRemittanceLocationFacilityCode,SXARCMInsuranceRemittanceLocationFacilityCode,SXARCMIn
dbo.SXARCMInsuranceRemittanceLocationPOSCode,Tbl_ba9eeb0960444436995f9553bba67e51.htm,dbo,SXARCMInsuranceRemittanceLocationPOSCode,SXARCMInsuranceRemittanceLocationPOSCode,SXARCMIn
dbo.SXARCMInsuranceRemittanceLocationProxyTxnCode,Tbl_252970f8108148f4b8e257fe5031bd57.htm,dbo,SXARCMInsuranceRemittanceLocationProxyTxnCode,SXARCMInsuranceRemittanceLocationProxyTxnCode,SXARCMIn
dbo.SXARCMInsuranceRemittanceProfessionalAllocation,Tbl_0737f5f116694dc09e738a877ba84dbe.htm,dbo,SXARCMInsuranceRemittanceProfessionalAllocation,SXARCMInsuranceRemittanceProfessionalAllocation,SXARCMIn
dbo.SXARCMInsuranceTaxConfiguration,Tbl_3b4126badfcf406ba5a4f0aad12a9de3.htm,dbo,SXARCMInsuranceTaxConfiguration,SXARCMInsuranceTaxConfiguration,SXARCMIn
dbo.SXARCMInsuranceVerification,Tbl_f2e37373599a4de5b6a837d004b011e9.htm,dbo,SXARCMInsuranceVerification,SXARCMInsuranceVerification,SXARCMIn
dbo.SXARCMInterfaceFileExtractDefinition,Tbl_31273b80d4004c41a3c538f1892fd703.htm,dbo,SXARCMInterfaceFileExtractDefinition,SXARCMInterfaceFileExtractDefinition,SXARCMIn
dbo.SXARCMInterimType,Tbl_72d312d3a05d416680d461f31fa88bfa.htm,dbo,SXARCMInterimType,SXARCMInterimType,SXARCMIn
dbo.SXARCMIssueRefundTo,Tbl_d5d905390d914e839aac16712462e3cd.htm,dbo,SXARCMIssueRefundTo,SXARCMIssueRefundTo,SXARCMIs
dbo.SXARCMJobCatalog,Tbl_47b9a32c30114545ac572d2beb14acaa.htm,dbo,SXARCMJobCatalog,SXARCMJobCatalog,SXARCMJo
dbo.SXARCMJobCategory,Tbl_82bc7c424fa845dabec15b3a64280cb2.htm,dbo,SXARCMJobCategory,SXARCMJobCategory,SXARCMJo
dbo.SXARCMJobStatus,Tbl_addfbb6c7e31405e9fd64296fc932694.htm,dbo,SXARCMJobStatus,SXARCMJobStatus,SXARCMJo
dbo.SXARCMJobWorkerConfig,Tbl_96b516f334e84d559c19b9805d308c01.htm,dbo,SXARCMJobWorkerConfig,SXARCMJobWorkerConfig,SXARCMJo
dbo.SXARCMJobWorkerType,Tbl_cad140de725247438d8a8427e434e7f0.htm,dbo,SXARCMJobWorkerType,SXARCMJobWorkerType,SXARCMJo
dbo.SXARCMKeyMap,Tbl_c648663311544f6fa7242667269bc7ed.htm,dbo,SXARCMKeyMap,SXARCMKeyMap,SXARCMKe
dbo.SXARCMLabPanelComponents,Tbl_61b1a8bb6cd940ca88cd3054fe79aa90.htm,dbo,SXARCMLabPanelComponents,SXARCMLabPanelComponents,SXARCMLa
dbo.SXARCMLabPanelConfig,Tbl_500712b3fab040a884a4bb5e33e67451.htm,dbo,SXARCMLabPanelConfig,SXARCMLabPanelConfig,SXARCMLa
dbo.SXARCMLabPanelDetail,Tbl_24afbe2736474eccbd0ff410dc3c9927.htm,dbo,SXARCMLabPanelDetail,SXARCMLabPanelDetail,SXARCMLa
dbo.SXARCMLateChargeConfiguration,Tbl_c9c7fcc6d8a54cccbc6ab015b635b577.htm,dbo,SXARCMLateChargeConfiguration,SXARCMLateChargeConfiguration,SXARCMLa
dbo.SXARCMLateChargeConfigurationException,Tbl_83b282f6f30e41a888319d029e84348e.htm,dbo,SXARCMLateChargeConfigurationException,SXARCMLateChargeConfigurationException,SXARCMLa
dbo.SXARCMLateChargeFacilityWriteOffCode,Tbl_53aff02171284fe6ae608eed664c1bee.htm,dbo,SXARCMLateChargeFacilityWriteOffCode,SXARCMLateChargeFacilityWriteOffCode,SXARCMLa
dbo.SXARCMLateChargeProcessingRequest,Tbl_97e80d2a90954149a48cddf97ac496a2.htm,dbo,SXARCMLateChargeProcessingRequest,SXARCMLateChargeProcessingRequest,SXARCMLa
dbo.SXARCMLateChargeSort,Tbl_89459569d6f144758d952cf9e4ff985b.htm,dbo,SXARCMLateChargeSort,SXARCMLateChargeSort,SXARCMLa
dbo.SXARCMLateChargeSpecialHandling,Tbl_e8df614b93a0470db07b3ec7803a0277.htm,dbo,SXARCMLateChargeSpecialHandling,SXARCMLateChargeSpecialHandling,SXARCMLa
dbo.SXARCMLateChargeTransactionAndAdjustmentXREF,Tbl_6993bb89fe6e4214bc48aa91976c74b7.htm,dbo,SXARCMLateChargeTransactionAndAdjustmentXREF,SXARCMLateChargeTransactionAndAdjustmentXREF,SXARCMLa
dbo.SXARCMLocationTransferTransactionCode,Tbl_3c9a38d480d44487bf3efb5cd3f966e3.htm,dbo,SXARCMLocationTransferTransactionCode,SXARCMLocationTransferTransactionCode,SXARCMLo
dbo.SXARCMLockboxFileStatus,Tbl_1fae2b9293f24ae3a93ab849a73e163b.htm,dbo,SXARCMLockboxFileStatus,SXARCMLockboxFileStatus,SXARCMLo
dbo.SXARCMLockboxProcessingConfiguration,Tbl_b8df2a0b8db9441b9f32485c523f1c0f.htm,dbo,SXARCMLockboxProcessingConfiguration,SXARCMLockboxProcessingConfiguration,SXARCMLo
dbo.SXARCMLockboxProcessingTransactionCodeSetup,Tbl_19304dd35b1341afb2c1f7b1ed757b42.htm,dbo,SXARCMLockboxProcessingTransactionCodeSetup,SXARCMLockboxProcessingTransactionCodeSetup,SXARCMLo
dbo.SXARCMLockboxVendor,Tbl_62ef2cfcbdf8419f8bf77fbfb4986745.htm,dbo,SXARCMLockboxVendor,SXARCMLockboxVendor,SXARCMLo
dbo.SXARCMLockboxVendorFacilityXref,Tbl_603cc0b4d5924e9bbfb2f0d0bd283006.htm,dbo,SXARCMLockboxVendorFacilityXref,SXARCMLockboxVendorFacilityXref,SXARCMLo
dbo.SXARCMLockboxVendorGroupPracticeXref,Tbl_bc41c55eb98d4763a72b88a6401650b6.htm,dbo,SXARCMLockboxVendorGroupPracticeXref,SXARCMLockboxVendorGroupPracticeXref,SXARCMLo
dbo.SXARCMLogCategory,Tbl_ef6e1b4959114b72b326982e3788980a.htm,dbo,SXARCMLogCategory,SXARCMLogCategory,SXARCMLo
dbo.SXARCMLogContextType,Tbl_9c7f4b02d6304ecfaa3996c47d82505a.htm,dbo,SXARCMLogContextType,SXARCMLogContextType,SXARCMLo
dbo.SXARCMLogLevel,Tbl_9f7ba863d6ea4509b2e43e93131d2eff.htm,dbo,SXARCMLogLevel,SXARCMLogLevel,SXARCMLo
dbo.SXARCMLogMessage,Tbl_aaf918d68c6d4396a5a0cfeec1fe055c.htm,dbo,SXARCMLogMessage,SXARCMLogMessage,SXARCMLo
dbo.SXARCMLogicalEpisode,Tbl_cf4675c13c5443b0961649b6f080329e.htm,dbo,SXARCMLogicalEpisode,SXARCMLogicalEpisode,SXARCMLo
dbo.SXARCMMMMToSFMEditMapping,Tbl_b6fca8b99b4640c5ba5cbfdba260de5c.htm,dbo,SXARCMMMMToSFMEditMapping,SXARCMMMMToSFMEditMapping,SXARCMMM
dbo.SXARCMMacro,Tbl_06e0aa7388e440c6affeb23f593deed4.htm,dbo,SXARCMMacro,SXARCMMacro,SXARCMMa
dbo.SXARCMMacroMacroRuleXREF,Tbl_8228ba0b77344bd3a62fc5a16b093508.htm,dbo,SXARCMMacroMacroRuleXREF,SXARCMMacroMacroRuleXREF,SXARCMMa
dbo.SXARCMMacroRule,Tbl_3e65b2c8f48c481a8d418c217e0b9759.htm,dbo,SXARCMMacroRule,SXARCMMacroRule,SXARCMMa
dbo.SXARCMManualBillingCodeGroupXRef,Tbl_f2d9442e12d8436aad478a1f29713295.htm,dbo,SXARCMManualBillingCodeGroupXRef,SXARCMManualBillingCodeGroupXRef,SXARCMMa
dbo.SXARCMMeasurementQualifier,Tbl_ae9a85945b5943e9a1f602052062fc36.htm,dbo,SXARCMMeasurementQualifier,SXARCMMeasurementQualifier,SXARCMMe
dbo.SXARCMMeasurementReferenceIDCode,Tbl_77613e0ee81148baa3830a5c0574eb7d.htm,dbo,SXARCMMeasurementReferenceIDCode,SXARCMMeasurementReferenceIDCode,SXARCMMe
dbo.SXARCMMedicareDeductible,Tbl_02eb15e24c1a4bdc899db7c5ee4541f5.htm,dbo,SXARCMMedicareDeductible,SXARCMMedicareDeductible,SXARCMMe
dbo.SXARCMMenu,Tbl_84ec9a94f6814150b9abc1982ce913ed.htm,dbo,SXARCMMenu,SXARCMMenu,SXARCMMe
dbo.SXARCMMenuGroup,Tbl_ef1b55045bb844c3befade9b84c4bf63.htm,dbo,SXARCMMenuGroup,SXARCMMenuGroup,SXARCMMe
dbo.SXARCMMenuGroupXREF,Tbl_8389a53f02234bceb4b0477621e5b18e.htm,dbo,SXARCMMenuGroupXREF,SXARCMMenuGroupXREF,SXARCMMe
dbo.SXARCMMigratedPluginConfig,Tbl_a515ccc6742c450d8840d8fc7d2e5454.htm,dbo,SXARCMMigratedPluginConfig,SXARCMMigratedPluginConfig,SXARCMMi
dbo.SXARCMModuleType,Tbl_e90c10fd0c7d4e41a8ff2e33ebf104bc.htm,dbo,SXARCMModuleType,SXARCMModuleType,SXARCMMo
dbo.SXARCMNPRAutoAdjustmentConfig,Tbl_e59b9831201a4fd0bb8b52cbdd8f8888.htm,dbo,SXARCMNPRAutoAdjustmentConfig,SXARCMNPRAutoAdjustmentConfig,SXARCMNP
dbo.SXARCMNYCategoryOfServiceCode,Tbl_238d38d2d03c4c819a9fb0b98bc70861.htm,dbo,SXARCMNYCategoryOfServiceCode,SXARCMNYCategoryOfServiceCode,SXARCMNY
dbo.SXARCMNYCategoryOfServiceCodeTranslation,Tbl_861d7c8abe8543bb98fd025d35def298.htm,dbo,SXARCMNYCategoryOfServiceCodeTranslation,SXARCMNYCategoryOfServiceCodeTranslation,SXARCMNY
dbo.SXARCMNYFacilityType,Tbl_567fb1f9b9c4420e87eeb162ca4707bc.htm,dbo,SXARCMNYFacilityType,SXARCMNYFacilityType,SXARCMNY
dbo.SXARCMNYFacilityTypeTranslation,Tbl_7fc6ee11fedf4922b1c849ba32470e39.htm,dbo,SXARCMNYFacilityTypeTranslation,SXARCMNYFacilityTypeTranslation,SXARCMNY
dbo.SXARCMNYInsuranceReportingDetail,Tbl_10f1a031bc3e419b8157cc8d3130810e.htm,dbo,SXARCMNYInsuranceReportingDetail,SXARCMNYInsuranceReportingDetail,SXARCMNY
dbo.SXARCMNYLocationOfServiceCodeTranslation,Tbl_a893f066fe4947bdb0732ce20135e214.htm,dbo,SXARCMNYLocationOfServiceCodeTranslation,SXARCMNYLocationOfServiceCodeTranslation,SXARCMNY
dbo.SXARCMNYLocationType,Tbl_644afe2efe1047d989271fae3b6a27b5.htm,dbo,SXARCMNYLocationType,SXARCMNYLocationType,SXARCMNY
dbo.SXARCMNYLocationTypeTranslation,Tbl_b34f5a5d87694e2a8eae781220760ab8.htm,dbo,SXARCMNYLocationTypeTranslation,SXARCMNYLocationTypeTranslation,SXARCMNY
dbo.SXARCMNYRuleConfigCode,Tbl_8a8ea49038414c85ba7b1c9252554a72.htm,dbo,SXARCMNYRuleConfigCode,SXARCMNYRuleConfigCode,SXARCMNY
dbo.SXARCMNYRuleConfigDictionaryType,Tbl_2fdbc26353544f1cbc3ad1eddf3a6b01.htm,dbo,SXARCMNYRuleConfigDictionaryType,SXARCMNYRuleConfigDictionaryType,SXARCMNY
dbo.SXARCMNYSpecialtyCode,Tbl_bd180315a19f434984a29ac668b76230.htm,dbo,SXARCMNYSpecialtyCode,SXARCMNYSpecialtyCode,SXARCMNY
dbo.SXARCMNYSpecialtyCodeTranslation,Tbl_782731d2b809426f8ba7b86d2d310626.htm,dbo,SXARCMNYSpecialtyCodeTranslation,SXARCMNYSpecialtyCodeTranslation,SXARCMNY
dbo.SXARCMNoPayClaimDetail,Tbl_97d1fd94bfc2405592708eec474e738b.htm,dbo,SXARCMNoPayClaimDetail,SXARCMNoPayClaimDetail,SXARCMNo
dbo.SXARCMNonPatientFinancialClassConfiguration,Tbl_3f22da3b0eea40b59d76d8fb4c80aba5.htm,dbo,SXARCMNonPatientFinancialClassConfiguration,SXARCMNonPatientFinancialClassConfiguration,SXARCMNo
dbo.SXARCMNonPrimaryBillingProcessingOption,Tbl_46499347bf554c328469f84952bc5b23.htm,dbo,SXARCMNonPrimaryBillingProcessingOption,SXARCMNonPrimaryBillingProcessingOption,SXARCMNo
dbo.SXARCMNonPrimaryBillingReleaseOption,Tbl_eeb9c24c29da4779a97bfb0112a9c1af.htm,dbo,SXARCMNonPrimaryBillingReleaseOption,SXARCMNonPrimaryBillingReleaseOption,SXARCMNo
dbo.SXARCMNonReceivableTransactionCode,Tbl_c5891971b7044bfc8f3630351c80343d.htm,dbo,SXARCMNonReceivableTransactionCode,SXARCMNonReceivableTransactionCode,SXARCMNo
dbo.SXARCMNotificationRequestMachine,Tbl_99114fcb88bc451880be248577789632.htm,dbo,SXARCMNotificationRequestMachine,SXARCMNotificationRequestMachine,SXARCMNo
dbo.SXARCMObjectType,Tbl_4cb5553465e447fb9d3986d22989b1b9.htm,dbo,SXARCMObjectType,SXARCMObjectType,SXARCMOb
dbo.SXARCMObservationInterruption,Tbl_abf2804b8ad24f138f7333fc494cf243.htm,dbo,SXARCMObservationInterruption,SXARCMObservationInterruption,SXARCMOb
dbo.SXARCMObservationInterruptionDetail,Tbl_3bb9f4dd7c354f5992f2c45c80e460ef.htm,dbo,SXARCMObservationInterruptionDetail,SXARCMObservationInterruptionDetail,SXARCMOb
dbo.SXARCMObservationRoundingDictionary,Tbl_b9e58c2b6a9847208a06ec5012e66311.htm,dbo,SXARCMObservationRoundingDictionary,SXARCMObservationRoundingDictionary,SXARCMOb
dbo.SXARCMObservationTierPricingConfig,Tbl_a020a7c637894cc6b663e1e8211e9c04.htm,dbo,SXARCMObservationTierPricingConfig,SXARCMObservationTierPricingConfig,SXARCMOb
dbo.SXARCMOperationalJob,Tbl_f1a4720205824cba8637bda23de50eaf.htm,dbo,SXARCMOperationalJob,SXARCMOperationalJob,SXARCMOp
dbo.SXARCMOralCavityCode,Tbl_8cadab6c6139437690e15b9deb16c7a4.htm,dbo,SXARCMOralCavityCode,SXARCMOralCavityCode,SXARCMOr
dbo.SXARCMOrderingProviderSpecialty,Tbl_b67acc3001da48ae8cfdd7c0f5f966b1.htm,dbo,SXARCMOrderingProviderSpecialty,SXARCMOrderingProviderSpecialty,SXARCMOr
dbo.SXARCMOutputConfiguration,Tbl_10aade8c340048e297364c4cc2f21fd9.htm,dbo,SXARCMOutputConfiguration,SXARCMOutputConfiguration,SXARCMOu
dbo.SXARCMOutputMediaType,Tbl_a71001eccd124360995fee911d84b330.htm,dbo,SXARCMOutputMediaType,SXARCMOutputMediaType,SXARCMOu
dbo.SXARCMOutputType,Tbl_31ea0405cffa44f6a7f3cc31708cdb35.htm,dbo,SXARCMOutputType,SXARCMOutputType,SXARCMOu
dbo.SXARCMPFAToPrinterMapping,Tbl_1e5e4d8a06e24118a55d7dff47e08d5b.htm,dbo,SXARCMPFAToPrinterMapping,SXARCMPFAToPrinterMapping,SXARCMPF
dbo.SXARCMPGCombiningOption,Tbl_498567fefbca433eb45736a5acfbb316.htm,dbo,SXARCMPGCombiningOption,SXARCMPGCombiningOption,SXARCMPG
dbo.SXARCMPGCombiningOptionGroup,Tbl_75a365ba276841f2b482ee3c2f781f0e.htm,dbo,SXARCMPGCombiningOptionGroup,SXARCMPGCombiningOptionGroup,SXARCMPG
dbo.SXARCMPGCombiningOptionGroupDetail,Tbl_2b68e24b0a9f47b2b44e92f765f38691.htm,dbo,SXARCMPGCombiningOptionGroupDetail,SXARCMPGCombiningOptionGroupDetail,SXARCMPG
dbo.SXARCMPGRemittanceAdjFacilityConfig,Tbl_afd859d7494d4cabbed6855636c74e65.htm,dbo,SXARCMPGRemittanceAdjFacilityConfig,SXARCMPGRemittanceAdjFacilityConfig,SXARCMPG
dbo.SXARCMPGStatementCombineGroup,Tbl_42d2e37c4bbc45b9843c96ff2485608e.htm,dbo,SXARCMPGStatementCombineGroup,SXARCMPGStatementCombineGroup,SXARCMPG
dbo.SXARCMPGStatementCombineGroupWorksheetXREF,Tbl_10eafe07edb042cabf2e7dfad8a56145.htm,dbo,SXARCMPGStatementCombineGroupWorksheetXREF,SXARCMPGStatementCombineGroupWorksheetXREF,SXARCMPG
dbo.SXARCMPOACode,Tbl_ea4a0d8b898747f39ac943a64feab5d2.htm,dbo,SXARCMPOACode,SXARCMPOACode,SXARCMPO
dbo.SXARCMPOACodeDictionary,Tbl_2b94173035f8446ab3d4967ffab64b08.htm,dbo,SXARCMPOACodeDictionary,SXARCMPOACodeDictionary,SXARCMPO
dbo.SXARCMPOAGrouper,Tbl_56255408629646f1802bdbe2bc57cf75.htm,dbo,SXARCMPOAGrouper,SXARCMPOAGrouper,SXARCMPO
dbo.SXARCMPPS3MAYIndicator,Tbl_5e55a629e0f741a6acb2df4263c011ad.htm,dbo,SXARCMPPS3MAYIndicator,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MClaimProcessingConfiguration,Tbl_7b28fe4f09704e969002b8c7e554dc08.htm,dbo,SXARCMPPS3MClaimProcessingConfiguration,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MComorbidityCategory,Tbl_7f519bb262f14b50b460d578ec4e0ec1.htm,dbo,SXARCMPPS3MComorbidityCategory,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MContentGrouperVersion,Tbl_95394d4f1948445faa5fbae5ecc8e38f.htm,dbo,SXARCMPPS3MContentGrouperVersion,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MContentVersion,Tbl_f540863667244434bdc4c9759b816c02.htm,dbo,SXARCMPPS3MContentVersion,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MContentVersionField,Tbl_22feadc7cf224eccb1cd42f4c86c937e.htm,dbo,SXARCMPPS3MContentVersionField,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MDiagnosisCC,Tbl_3d1c07e0ac3d46c38c1160514807def6.htm,dbo,SXARCMPPS3MDiagnosisCC,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MDictionary,Tbl_ce072eb98356465287d62effb21cacac.htm,dbo,SXARCMPPS3MDictionary,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MDictionaryDefaultValuesXREF,Tbl_df790a20611f45bfb4f29bb9e84f0274.htm,dbo,SXARCMPPS3MDictionaryDefaultValuesXREF,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MDictionaryValues,Tbl_bd406266344c4edc87b75afd87eaef9b.htm,dbo,SXARCMPPS3MDictionaryValues,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MDisposition,Tbl_63d2e22d63aa49bc9b57311e77fbd643.htm,dbo,SXARCMPPS3MDisposition,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MGrouperCallDictionary,Tbl_ce05e62713e44bd18f5aa0b4fc012e97.htm,dbo,SXARCMPPS3MGrouperCallDictionary,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MInsuranceField,Tbl_b8f3abb1b5244f178d51bf286176cbcf.htm,dbo,SXARCMPPS3MInsuranceField,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MOutlierEligibleIndicator,Tbl_c9b1a4989d0d4e9490ac05a95cf9c854.htm,dbo,SXARCMPPS3MOutlierEligibleIndicator,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MOutputData,Tbl_4fb8b9713ce84f16a5cd141d4e163dfb.htm,dbo,SXARCMPPS3MOutputData,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MOutputDiagnosisComorbidityCategory,Tbl_202d0d4924254cbc8fcf01f074c4d8f8.htm,dbo,SXARCMPPS3MOutputDiagnosisComorbidityCategory,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MOutputDiagnosisFinalCcMccFlag,Tbl_65ca85ef6c30445687f55c6d972ce33f.htm,dbo,SXARCMPPS3MOutputDiagnosisFinalCcMccFlag,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MOutputEditData,Tbl_f0faa89afc344c78b5973f0aab6198b1.htm,dbo,SXARCMPPS3MOutputEditData,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MOutputItemData,Tbl_b9d96d8f594d425786ed47b2f187d321.htm,dbo,SXARCMPPS3MOutputItemData,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MOutputItemEditData,Tbl_0abc22d0146340dd90b471901b60dde8.htm,dbo,SXARCMPPS3MOutputItemEditData,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MOutputSecondaryDiagnosis,Tbl_138dfb06385d42c08869d42f7ab9fb57.htm,dbo,SXARCMPPS3MOutputSecondaryDiagnosis,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MPOA,Tbl_4bdb4ab3081c41f0831286e94dcb7efd.htm,dbo,SXARCMPPS3MPOA,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MPricingStatus,Tbl_25dc6834c39d4a598cb490a893c04772.htm,dbo,SXARCMPPS3MPricingStatus,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MProduct,Tbl_5621f55278f340ceb5e652cac4830ace.htm,dbo,SXARCMPPS3MProduct,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MReimbGrouperEditor,Tbl_69559ab953f4478182da236e9fd73ae6.htm,dbo,SXARCMPPS3MReimbGrouperEditor,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MSchemeScheduleTypeJSONQuery,Tbl_267b13868bd24a1a80d1da85fbc220ea.htm,dbo,SXARCMPPS3MSchemeScheduleTypeJSONQuery,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MTranslationDictionary,Tbl_49936672705e45f190af5ec429bbf9ca.htm,dbo,SXARCMPPS3MTranslationDictionary,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MTranslationDictionaryCode,Tbl_911cc878590f49ba8165bfa9f53cb999.htm,dbo,SXARCMPPS3MTranslationDictionaryCode,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MTranslationDictionaryCodeEntry,Tbl_8d6234ffa15345f6b80272e045c21e69.htm,dbo,SXARCMPPS3MTranslationDictionaryCodeEntry,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MTranslationDischargeStatus,Tbl_f7fb69413752408ca7acf24c3f68b482.htm,dbo,SXARCMPPS3MTranslationDischargeStatus,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MTranslationGender,Tbl_f7cf70d3df2f43878bdc296127081e61.htm,dbo,SXARCMPPS3MTranslationGender,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MTranslationLevelOfNursery,Tbl_f3eeaeb45af9470ba57927744b07249a.htm,dbo,SXARCMPPS3MTranslationLevelOfNursery,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MTranslationMilitaryStatus,Tbl_2c2116b2c620415fb4134c63938f3287.htm,dbo,SXARCMPPS3MTranslationMilitaryStatus,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MTranslationPlaceOfService,Tbl_07bd22d266db4995a4da0dbc13fc90b0.htm,dbo,SXARCMPPS3MTranslationPlaceOfService,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MTranslationPointOfOrigin,Tbl_d9d25180a0154a30ae529f7a78538eaa.htm,dbo,SXARCMPPS3MTranslationPointOfOrigin,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MTranslationSpecialtyCode,Tbl_9e01163db0ea40df8e6b3bb17c58c780.htm,dbo,SXARCMPPS3MTranslationSpecialtyCode,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MTranslationTypeOfAdmission,Tbl_4e448704ef1840bc8a498b80c9f41d3b.htm,dbo,SXARCMPPS3MTranslationTypeOfAdmission,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPS3MTranslationTypeOfService,Tbl_f0cb22c3a51c4a6eb8ae6fb4dbff5b2c.htm,dbo,SXARCMPPS3MTranslationTypeOfService,SXARCMPPS3,SXARCMPP
dbo.SXARCMPPSGrouperPricer,Tbl_73b122111de54dc7859d62a5d3f344ae.htm,dbo,SXARCMPPSGrouperPricer,SXARCMPPSGrouperPricer,SXARCMPP
